Text,Label,Unigrams,Bigrams,Trigrams,Agreement_Count,Disagreement_Count,Modal_Verbs,Negations
inverting the SSD (and other deformations) in order to interpolate the examples in the rest pose is a the right choice,own_claim,i_n_v_e_r_t_i_n_g s_s_d d_e_f_o_r_m_a_t_i_o_n_s o_r_d_e_r i_n_t_e_r_p_o_l_a_t_e e_x_a_m_p_l_e_s r_e_s_t p_o_s_e r_i_g_h_t c_h_o_i_c_e,i_n_v_e_r_t_i_n_g_ _s_s_d s_s_d_ _d_e_f_o_r_m_a_t_i_o_n_s d_e_f_o_r_m_a_t_i_o_n_s_ _o_r_d_e_r o_r_d_e_r_ _i_n_t_e_r_p_o_l_a_t_e i_n_t_e_r_p_o_l_a_t_e_ _e_x_a_m_p_l_e_s e_x_a_m_p_l_e_s_ _r_e_s_t r_e_s_t_ _p_o_s_e p_o_s_e_ _r_i_g_h_t r_i_g_h_t_ _c_h_o_i_c_e,i_n_v_e_r_t_i_n_g_ _s_s_d_ _d_e_f_o_r_m_a_t_i_o_n_s s_s_d_ _d_e_f_o_r_m_a_t_i_o_n_s_ _o_r_d_e_r d_e_f_o_r_m_a_t_i_o_n_s_ _o_r_d_e_r_ _i_n_t_e_r_p_o_l_a_t_e o_r_d_e_r_ _i_n_t_e_r_p_o_l_a_t_e_ _e_x_a_m_p_l_e_s i_n_t_e_r_p_o_l_a_t_e_ _e_x_a_m_p_l_e_s_ _r_e_s_t e_x_a_m_p_l_e_s_ _r_e_s_t_ _p_o_s_e r_e_s_t_ _p_o_s_e_ _r_i_g_h_t p_o_s_e_ _r_i_g_h_t_ _c_h_o_i_c_e,0,0,,
it is an improvement,own_claim,i_m_p_r_o_v_e_m_e_n_t,,,0,0,,
the superiority of the inverse method,own_claim,s_u_p_e_r_i_o_r_i_t_y i_n_v_e_r_s_e m_e_t_h_o_d,s_u_p_e_r_i_o_r_i_t_y_ _i_n_v_e_r_s_e i_n_v_e_r_s_e_ _m_e_t_h_o_d,s_u_p_e_r_i_o_r_i_t_y_ _i_n_v_e_r_s_e_ _m_e_t_h_o_d,0,0,,
SSD −1 simply is the inverse transformation matrix generated by SSD,own_claim,s_s_d −_1 s_i_m_p_l_y i_n_v_e_r_s_e t_r_a_n_s_f_o_r_m_a_t_i_o_n m_a_t_r_i_x g_e_n_e_r_a_t_e_d s_s_d,s_s_d_ _−_1 −_1_ _s_i_m_p_l_y s_i_m_p_l_y_ _i_n_v_e_r_s_e i_n_v_e_r_s_e_ _t_r_a_n_s_f_o_r_m_a_t_i_o_n t_r_a_n_s_f_o_r_m_a_t_i_o_n_ _m_a_t_r_i_x m_a_t_r_i_x_ _g_e_n_e_r_a_t_e_d g_e_n_e_r_a_t_e_d_ _s_s_d,s_s_d_ _−_1_ _s_i_m_p_l_y −_1_ _s_i_m_p_l_y_ _i_n_v_e_r_s_e s_i_m_p_l_y_ _i_n_v_e_r_s_e_ _t_r_a_n_s_f_o_r_m_a_t_i_o_n i_n_v_e_r_s_e_ _t_r_a_n_s_f_o_r_m_a_t_i_o_n_ _m_a_t_r_i_x t_r_a_n_s_f_o_r_m_a_t_i_o_n_ _m_a_t_r_i_x_ _g_e_n_e_r_a_t_e_d m_a_t_r_i_x_ _g_e_n_e_r_a_t_e_d_ _s_s_d,0,0,,
SSD is a 3D transformation,data,s_s_d 3_d t_r_a_n_s_f_o_r_m_a_t_i_o_n,s_s_d_ _3_d 3_d_ _t_r_a_n_s_f_o_r_m_a_t_i_o_n,s_s_d_ _3_d_ _t_r_a_n_s_f_o_r_m_a_t_i_o_n,0,0,,
the inverse method is superior,own_claim,i_n_v_e_r_s_e m_e_t_h_o_d s_u_p_e_r_i_o_r,i_n_v_e_r_s_e_ _m_e_t_h_o_d m_e_t_h_o_d_ _s_u_p_e_r_i_o_r,i_n_v_e_r_s_e_ _m_e_t_h_o_d_ _s_u_p_e_r_i_o_r,0,0,,
Taking the model in rest pose as an example is a common practice when applying shape interpolation,background_claim,t_a_k_i_n_g m_o_d_e_l r_e_s_t p_o_s_e e_x_a_m_p_l_e c_o_m_m_o_n p_r_a_c_t_i_c_e a_p_p_l_y_i_n_g s_h_a_p_e i_n_t_e_r_p_o_l_a_t_i_o_n,t_a_k_i_n_g_ _m_o_d_e_l m_o_d_e_l_ _r_e_s_t r_e_s_t_ _p_o_s_e p_o_s_e_ _e_x_a_m_p_l_e e_x_a_m_p_l_e_ _c_o_m_m_o_n c_o_m_m_o_n_ _p_r_a_c_t_i_c_e p_r_a_c_t_i_c_e_ _a_p_p_l_y_i_n_g a_p_p_l_y_i_n_g_ _s_h_a_p_e s_h_a_p_e_ _i_n_t_e_r_p_o_l_a_t_i_o_n,t_a_k_i_n_g_ _m_o_d_e_l_ _r_e_s_t m_o_d_e_l_ _r_e_s_t_ _p_o_s_e r_e_s_t_ _p_o_s_e_ _e_x_a_m_p_l_e p_o_s_e_ _e_x_a_m_p_l_e_ _c_o_m_m_o_n e_x_a_m_p_l_e_ _c_o_m_m_o_n_ _p_r_a_c_t_i_c_e c_o_m_m_o_n_ _p_r_a_c_t_i_c_e_ _a_p_p_l_y_i_n_g p_r_a_c_t_i_c_e_ _a_p_p_l_y_i_n_g_ _s_h_a_p_e a_p_p_l_y_i_n_g_ _s_h_a_p_e_ _i_n_t_e_r_p_o_l_a_t_i_o_n,0,0,,
interpolating effects from other examples should not change the original model in rest pose,background_claim,i_n_t_e_r_p_o_l_a_t_i_n_g e_f_f_e_c_t_s e_x_a_m_p_l_e_s c_h_a_n_g_e o_r_i_g_i_n_a_l m_o_d_e_l r_e_s_t p_o_s_e,i_n_t_e_r_p_o_l_a_t_i_n_g_ _e_f_f_e_c_t_s e_f_f_e_c_t_s_ _e_x_a_m_p_l_e_s e_x_a_m_p_l_e_s_ _c_h_a_n_g_e c_h_a_n_g_e_ _o_r_i_g_i_n_a_l o_r_i_g_i_n_a_l_ _m_o_d_e_l m_o_d_e_l_ _r_e_s_t r_e_s_t_ _p_o_s_e,i_n_t_e_r_p_o_l_a_t_i_n_g_ _e_f_f_e_c_t_s_ _e_x_a_m_p_l_e_s e_f_f_e_c_t_s_ _e_x_a_m_p_l_e_s_ _c_h_a_n_g_e e_x_a_m_p_l_e_s_ _c_h_a_n_g_e_ _o_r_i_g_i_n_a_l c_h_a_n_g_e_ _o_r_i_g_i_n_a_l_ _m_o_d_e_l o_r_i_g_i_n_a_l_ _m_o_d_e_l_ _r_e_s_t m_o_d_e_l_ _r_e_s_t_ _p_o_s_e,0,1,should,not
"we have: ω 1x = φ 11 −1 d 1x + φ 12 −1 d 2x = φ 12 −1 d 2x ω 2x = φ 21 −1 d 1x + φ 22 −1 d 2x = φ 22 −1 d 2x = d 2x ω 1y = φ 11 −1 d 1y + φ 12 −1 d 2y = φ 12 −1 d 2y ω 2y = φ 21 −1 d 1y + φ 22 −1 d 2y = φ 22 −1 d 2y = d 2y where φ i −1 j is the (i, j)th element of Φ −1",own_claim,ω 1_x = φ 1_1 −_1 d 1_x + φ 1_2 −_1 d 2_x = φ 1_2 −_1 d 2_x ω 2_x = φ 2_1 −_1 d 1_x + φ 2_2 −_1 d 2_x = φ 2_2 −_1 d 2_x = d 2_x ω 1_y = φ 1_1 −_1 d 1_y + φ 1_2 −_1 d 2_y = φ 1_2 −_1 d 2_y ω 2_y = φ 2_1 −_1 d 1_y + φ 2_2 −_1 d 2_y = φ 2_2 −_1 d 2_y = d 2_y φ −_1 j j_)_t_h e_l_e_m_e_n_t φ −_1,ω_ _1_x 1_x_ _= =_ _φ φ_ _1_1 1_1_ _−_1 −_1_ _d d_ _1_x 1_x_ _+ +_ _φ φ_ _1_2 1_2_ _−_1 −_1_ _d d_ _2_x 2_x_ _= =_ _φ φ_ _1_2 1_2_ _−_1 −_1_ _d d_ _2_x 2_x_ _ω ω_ _2_x 2_x_ _= =_ _φ φ_ _2_1 2_1_ _−_1 −_1_ _d d_ _1_x 1_x_ _+ +_ _φ φ_ _2_2 2_2_ _−_1 −_1_ _d d_ _2_x 2_x_ _= =_ _φ φ_ _2_2 2_2_ _−_1 −_1_ _d d_ _2_x 2_x_ _= =_ _d d_ _2_x 2_x_ _ω ω_ _1_y 1_y_ _= =_ _φ φ_ _1_1 1_1_ _−_1 −_1_ _d d_ _1_y 1_y_ _+ +_ _φ φ_ _1_2 1_2_ _−_1 −_1_ _d d_ _2_y 2_y_ _= =_ _φ φ_ _1_2 1_2_ _−_1 −_1_ _d d_ _2_y 2_y_ _ω ω_ _2_y 2_y_ _= =_ _φ φ_ _2_1 2_1_ _−_1 −_1_ _d d_ _1_y 1_y_ _+ +_ _φ φ_ _2_2 2_2_ _−_1 −_1_ _d d_ _2_y 2_y_ _= =_ _φ φ_ _2_2 2_2_ _−_1 −_1_ _d d_ _2_y 2_y_ _= =_ _d d_ _2_y 2_y_ _φ φ_ _−_1 −_1_ _j j_ _j_)_t_h j_)_t_h_ _e_l_e_m_e_n_t e_l_e_m_e_n_t_ _φ φ_ _−_1,ω_ _1_x_ _= 1_x_ _=_ _φ =_ _φ_ _1_1 φ_ _1_1_ _−_1 1_1_ _−_1_ _d −_1_ _d_ _1_x d_ _1_x_ _+ 1_x_ _+_ _φ +_ _φ_ _1_2 φ_ _1_2_ _−_1 1_2_ _−_1_ _d −_1_ _d_ _2_x d_ _2_x_ _= 2_x_ _=_ _φ =_ _φ_ _1_2 φ_ _1_2_ _−_1 1_2_ _−_1_ _d −_1_ _d_ _2_x d_ _2_x_ _ω 2_x_ _ω_ _2_x ω_ _2_x_ _= 2_x_ _=_ _φ =_ _φ_ _2_1 φ_ _2_1_ _−_1 2_1_ _−_1_ _d −_1_ _d_ _1_x d_ _1_x_ _+ 1_x_ _+_ _φ +_ _φ_ _2_2 φ_ _2_2_ _−_1 2_2_ _−_1_ _d −_1_ _d_ _2_x d_ _2_x_ _= 2_x_ _=_ _φ =_ _φ_ _2_2 φ_ _2_2_ _−_1 2_2_ _−_1_ _d −_1_ _d_ _2_x d_ _2_x_ _= 2_x_ _=_ _d =_ _d_ _2_x d_ _2_x_ _ω 2_x_ _ω_ _1_y ω_ _1_y_ _= 1_y_ _=_ _φ =_ _φ_ _1_1 φ_ _1_1_ _−_1 1_1_ _−_1_ _d −_1_ _d_ _1_y d_ _1_y_ _+ 1_y_ _+_ _φ +_ _φ_ _1_2 φ_ _1_2_ _−_1 1_2_ _−_1_ _d −_1_ _d_ _2_y d_ _2_y_ _= 2_y_ _=_ _φ =_ _φ_ _1_2 φ_ _1_2_ _−_1 1_2_ _−_1_ _d −_1_ _d_ _2_y d_ _2_y_ _ω 2_y_ _ω_ _2_y ω_ _2_y_ _= 2_y_ _=_ _φ =_ _φ_ _2_1 φ_ _2_1_ _−_1 2_1_ _−_1_ _d −_1_ _d_ _1_y d_ _1_y_ _+ 1_y_ _+_ _φ +_ _φ_ _2_2 φ_ _2_2_ _−_1 2_2_ _−_1_ _d −_1_ _d_ _2_y d_ _2_y_ _= 2_y_ _=_ _φ =_ _φ_ _2_2 φ_ _2_2_ _−_1 2_2_ _−_1_ _d −_1_ _d_ _2_y d_ _2_y_ _= 2_y_ _=_ _d =_ _d_ _2_y d_ _2_y_ _φ 2_y_ _φ_ _−_1 φ_ _−_1_ _j −_1_ _j_ _j_)_t_h j_ _j_)_t_h_ _e_l_e_m_e_n_t j_)_t_h_ _e_l_e_m_e_n_t_ _φ e_l_e_m_e_n_t_ _φ_ _−_1,0,0,,
we simplify SSD as a rotation transformation ignoring other issues such as accumulating effects from the first joint,own_claim,s_i_m_p_l_i_f_y s_s_d r_o_t_a_t_i_o_n t_r_a_n_s_f_o_r_m_a_t_i_o_n i_g_n_o_r_i_n_g i_s_s_u_e_s a_c_c_u_m_u_l_a_t_i_n_g e_f_f_e_c_t_s j_o_i_n_t,s_i_m_p_l_i_f_y_ _s_s_d s_s_d_ _r_o_t_a_t_i_o_n r_o_t_a_t_i_o_n_ _t_r_a_n_s_f_o_r_m_a_t_i_o_n t_r_a_n_s_f_o_r_m_a_t_i_o_n_ _i_g_n_o_r_i_n_g i_g_n_o_r_i_n_g_ _i_s_s_u_e_s i_s_s_u_e_s_ _a_c_c_u_m_u_l_a_t_i_n_g a_c_c_u_m_u_l_a_t_i_n_g_ _e_f_f_e_c_t_s e_f_f_e_c_t_s_ _j_o_i_n_t,s_i_m_p_l_i_f_y_ _s_s_d_ _r_o_t_a_t_i_o_n s_s_d_ _r_o_t_a_t_i_o_n_ _t_r_a_n_s_f_o_r_m_a_t_i_o_n r_o_t_a_t_i_o_n_ _t_r_a_n_s_f_o_r_m_a_t_i_o_n_ _i_g_n_o_r_i_n_g t_r_a_n_s_f_o_r_m_a_t_i_o_n_ _i_g_n_o_r_i_n_g_ _i_s_s_u_e_s i_g_n_o_r_i_n_g_ _i_s_s_u_e_s_ _a_c_c_u_m_u_l_a_t_i_n_g i_s_s_u_e_s_ _a_c_c_u_m_u_l_a_t_i_n_g_ _e_f_f_e_c_t_s a_c_c_u_m_u_l_a_t_i_n_g_ _e_f_f_e_c_t_s_ _j_o_i_n_t,0,0,,
only the second joint is rotating,own_claim,s_e_c_o_n_d j_o_i_n_t r_o_t_a_t_i_n_g,s_e_c_o_n_d_ _j_o_i_n_t j_o_i_n_t_ _r_o_t_a_t_i_n_g,s_e_c_o_n_d_ _j_o_i_n_t_ _r_o_t_a_t_i_n_g,0,0,,
"in forward case, the direction of deformed vertex always keeps the same with the example cylinder",own_claim,f_o_r_w_a_r_d c_a_s_e d_i_r_e_c_t_i_o_n d_e_f_o_r_m_e_d v_e_r_t_e_x k_e_e_p_s e_x_a_m_p_l_e c_y_l_i_n_d_e_r,f_o_r_w_a_r_d_ _c_a_s_e c_a_s_e_ _d_i_r_e_c_t_i_o_n d_i_r_e_c_t_i_o_n_ _d_e_f_o_r_m_e_d d_e_f_o_r_m_e_d_ _v_e_r_t_e_x v_e_r_t_e_x_ _k_e_e_p_s k_e_e_p_s_ _e_x_a_m_p_l_e e_x_a_m_p_l_e_ _c_y_l_i_n_d_e_r,f_o_r_w_a_r_d_ _c_a_s_e_ _d_i_r_e_c_t_i_o_n c_a_s_e_ _d_i_r_e_c_t_i_o_n_ _d_e_f_o_r_m_e_d d_i_r_e_c_t_i_o_n_ _d_e_f_o_r_m_e_d_ _v_e_r_t_e_x d_e_f_o_r_m_e_d_ _v_e_r_t_e_x_ _k_e_e_p_s v_e_r_t_e_x_ _k_e_e_p_s_ _e_x_a_m_p_l_e k_e_e_p_s_ _e_x_a_m_p_l_e_ _c_y_l_i_n_d_e_r,0,0,,
( figure 4 ),data,f_i_g_u_r_e 4,f_i_g_u_r_e_ _4,,0,0,,
"For inverse PSD however, that direction is changed along with the rotation of the joint",own_claim,i_n_v_e_r_s_e p_s_d d_i_r_e_c_t_i_o_n c_h_a_n_g_e_d r_o_t_a_t_i_o_n j_o_i_n_t,i_n_v_e_r_s_e_ _p_s_d p_s_d_ _d_i_r_e_c_t_i_o_n d_i_r_e_c_t_i_o_n_ _c_h_a_n_g_e_d c_h_a_n_g_e_d_ _r_o_t_a_t_i_o_n r_o_t_a_t_i_o_n_ _j_o_i_n_t,i_n_v_e_r_s_e_ _p_s_d_ _d_i_r_e_c_t_i_o_n p_s_d_ _d_i_r_e_c_t_i_o_n_ _c_h_a_n_g_e_d d_i_r_e_c_t_i_o_n_ _c_h_a_n_g_e_d_ _r_o_t_a_t_i_o_n c_h_a_n_g_e_d_ _r_o_t_a_t_i_o_n_ _j_o_i_n_t,0,0,,
PSD is supposed to be a method as “local” correction,own_claim,p_s_d s_u_p_p_o_s_e_d m_e_t_h_o_d l_o_c_a_l c_o_r_r_e_c_t_i_o_n,p_s_d_ _s_u_p_p_o_s_e_d s_u_p_p_o_s_e_d_ _m_e_t_h_o_d m_e_t_h_o_d_ _l_o_c_a_l l_o_c_a_l_ _c_o_r_r_e_c_t_i_o_n,p_s_d_ _s_u_p_p_o_s_e_d_ _m_e_t_h_o_d s_u_p_p_o_s_e_d_ _m_e_t_h_o_d_ _l_o_c_a_l m_e_t_h_o_d_ _l_o_c_a_l_ _c_o_r_r_e_c_t_i_o_n,0,0,,
pose space should not be extended to a whole space that has to incorporate all influenced objects,own_claim,p_o_s_e s_p_a_c_e e_x_t_e_n_d_e_d s_p_a_c_e i_n_c_o_r_p_o_r_a_t_e i_n_f_l_u_e_n_c_e_d o_b_j_e_c_t_s,p_o_s_e_ _s_p_a_c_e s_p_a_c_e_ _e_x_t_e_n_d_e_d e_x_t_e_n_d_e_d_ _s_p_a_c_e s_p_a_c_e_ _i_n_c_o_r_p_o_r_a_t_e i_n_c_o_r_p_o_r_a_t_e_ _i_n_f_l_u_e_n_c_e_d i_n_f_l_u_e_n_c_e_d_ _o_b_j_e_c_t_s,p_o_s_e_ _s_p_a_c_e_ _e_x_t_e_n_d_e_d s_p_a_c_e_ _e_x_t_e_n_d_e_d_ _s_p_a_c_e e_x_t_e_n_d_e_d_ _s_p_a_c_e_ _i_n_c_o_r_p_o_r_a_t_e s_p_a_c_e_ _i_n_c_o_r_p_o_r_a_t_e_ _i_n_f_l_u_e_n_c_e_d i_n_c_o_r_p_o_r_a_t_e_ _i_n_f_l_u_e_n_c_e_d_ _o_b_j_e_c_t_s,0,1,should,not
a matter of experience,data,m_a_t_t_e_r e_x_p_e_r_i_e_n_c_e,m_a_t_t_e_r_ _e_x_p_e_r_i_e_n_c_e,,0,0,,
large amount of unnecessary works of building examples will be required,own_claim,l_a_r_g_e u_n_n_e_c_e_s_s_a_r_y w_o_r_k_s b_u_i_l_d_i_n_g e_x_a_m_p_l_e_s r_e_q_u_i_r_e_d,l_a_r_g_e_ _u_n_n_e_c_e_s_s_a_r_y u_n_n_e_c_e_s_s_a_r_y_ _w_o_r_k_s w_o_r_k_s_ _b_u_i_l_d_i_n_g b_u_i_l_d_i_n_g_ _e_x_a_m_p_l_e_s e_x_a_m_p_l_e_s_ _r_e_q_u_i_r_e_d,l_a_r_g_e_ _u_n_n_e_c_e_s_s_a_r_y_ _w_o_r_k_s u_n_n_e_c_e_s_s_a_r_y_ _w_o_r_k_s_ _b_u_i_l_d_i_n_g w_o_r_k_s_ _b_u_i_l_d_i_n_g_ _e_x_a_m_p_l_e_s b_u_i_l_d_i_n_g_ _e_x_a_m_p_l_e_s_ _r_e_q_u_i_r_e_d,0,0,will,
the distance between different poses is also meaningless,own_claim,d_i_s_t_a_n_c_e d_i_f_f_e_r_e_n_t p_o_s_e_s m_e_a_n_i_n_g_l_e_s_s,d_i_s_t_a_n_c_e_ _d_i_f_f_e_r_e_n_t d_i_f_f_e_r_e_n_t_ _p_o_s_e_s p_o_s_e_s_ _m_e_a_n_i_n_g_l_e_s_s,d_i_s_t_a_n_c_e_ _d_i_f_f_e_r_e_n_t_ _p_o_s_e_s d_i_f_f_e_r_e_n_t_ _p_o_s_e_s_ _m_e_a_n_i_n_g_l_e_s_s,0,0,,
most of which have been implemented in most animation packages,background_claim,i_m_p_l_e_m_e_n_t_e_d a_n_i_m_a_t_i_o_n p_a_c_k_a_g_e_s,i_m_p_l_e_m_e_n_t_e_d_ _a_n_i_m_a_t_i_o_n a_n_i_m_a_t_i_o_n_ _p_a_c_k_a_g_e_s,i_m_p_l_e_m_e_n_t_e_d_ _a_n_i_m_a_t_i_o_n_ _p_a_c_k_a_g_e_s,0,0,,
"in many circumstances, other deformation schemes will be adopted",background_claim,c_i_r_c_u_m_s_t_a_n_c_e_s d_e_f_o_r_m_a_t_i_o_n s_c_h_e_m_e_s a_d_o_p_t_e_d,c_i_r_c_u_m_s_t_a_n_c_e_s_ _d_e_f_o_r_m_a_t_i_o_n d_e_f_o_r_m_a_t_i_o_n_ _s_c_h_e_m_e_s s_c_h_e_m_e_s_ _a_d_o_p_t_e_d,c_i_r_c_u_m_s_t_a_n_c_e_s_ _d_e_f_o_r_m_a_t_i_o_n_ _s_c_h_e_m_e_s d_e_f_o_r_m_a_t_i_o_n_ _s_c_h_e_m_e_s_ _a_d_o_p_t_e_d,0,0,will,
[ 10 ],data,1_0,,,0,0,,
[ 9 ],data,9,,,0,0,,
we can deform the original character model from rest pose to another specific pose,own_claim,d_e_f_o_r_m o_r_i_g_i_n_a_l c_h_a_r_a_c_t_e_r m_o_d_e_l r_e_s_t p_o_s_e s_p_e_c_i_f_i_c p_o_s_e,d_e_f_o_r_m_ _o_r_i_g_i_n_a_l o_r_i_g_i_n_a_l_ _c_h_a_r_a_c_t_e_r c_h_a_r_a_c_t_e_r_ _m_o_d_e_l m_o_d_e_l_ _r_e_s_t r_e_s_t_ _p_o_s_e p_o_s_e_ _s_p_e_c_i_f_i_c s_p_e_c_i_f_i_c_ _p_o_s_e,d_e_f_o_r_m_ _o_r_i_g_i_n_a_l_ _c_h_a_r_a_c_t_e_r o_r_i_g_i_n_a_l_ _c_h_a_r_a_c_t_e_r_ _m_o_d_e_l c_h_a_r_a_c_t_e_r_ _m_o_d_e_l_ _r_e_s_t m_o_d_e_l_ _r_e_s_t_ _p_o_s_e r_e_s_t_ _p_o_s_e_ _s_p_e_c_i_f_i_c p_o_s_e_ _s_p_e_c_i_f_i_c_ _p_o_s_e,0,0,can,
One advantage of Powell’s classic method is that it does not need explicit computation of the function’s gradient,background_claim,a_d_v_a_n_t_a_g_e p_o_w_e_l_l c_l_a_s_s_i_c m_e_t_h_o_d n_e_e_d e_x_p_l_i_c_i_t c_o_m_p_u_t_a_t_i_o_n f_u_n_c_t_i_o_n g_r_a_d_i_e_n_t,a_d_v_a_n_t_a_g_e_ _p_o_w_e_l_l p_o_w_e_l_l_ _c_l_a_s_s_i_c c_l_a_s_s_i_c_ _m_e_t_h_o_d m_e_t_h_o_d_ _n_e_e_d n_e_e_d_ _e_x_p_l_i_c_i_t e_x_p_l_i_c_i_t_ _c_o_m_p_u_t_a_t_i_o_n c_o_m_p_u_t_a_t_i_o_n_ _f_u_n_c_t_i_o_n f_u_n_c_t_i_o_n_ _g_r_a_d_i_e_n_t,a_d_v_a_n_t_a_g_e_ _p_o_w_e_l_l_ _c_l_a_s_s_i_c p_o_w_e_l_l_ _c_l_a_s_s_i_c_ _m_e_t_h_o_d c_l_a_s_s_i_c_ _m_e_t_h_o_d_ _n_e_e_d m_e_t_h_o_d_ _n_e_e_d_ _e_x_p_l_i_c_i_t n_e_e_d_ _e_x_p_l_i_c_i_t_ _c_o_m_p_u_t_a_t_i_o_n e_x_p_l_i_c_i_t_ _c_o_m_p_u_t_a_t_i_o_n_ _f_u_n_c_t_i_o_n c_o_m_p_u_t_a_t_i_o_n_ _f_u_n_c_t_i_o_n_ _g_r_a_d_i_e_n_t,0,1,,not
[ 12 ],data,1_2,,,0,0,,
Powell’s method is suitable,own_claim,p_o_w_e_l_l m_e_t_h_o_d s_u_i_t_a_b_l_e,p_o_w_e_l_l_ _m_e_t_h_o_d m_e_t_h_o_d_ _s_u_i_t_a_b_l_e,p_o_w_e_l_l_ _m_e_t_h_o_d_ _s_u_i_t_a_b_l_e,0,0,,
"we are treating the skinning operations as a “black box”, their gradient is not available",data,t_r_e_a_t_i_n_g s_k_i_n_n_i_n_g o_p_e_r_a_t_i_o_n_s b_l_a_c_k b_o_x g_r_a_d_i_e_n_t a_v_a_i_l_a_b_l_e,t_r_e_a_t_i_n_g_ _s_k_i_n_n_i_n_g s_k_i_n_n_i_n_g_ _o_p_e_r_a_t_i_o_n_s o_p_e_r_a_t_i_o_n_s_ _b_l_a_c_k b_l_a_c_k_ _b_o_x b_o_x_ _g_r_a_d_i_e_n_t g_r_a_d_i_e_n_t_ _a_v_a_i_l_a_b_l_e,t_r_e_a_t_i_n_g_ _s_k_i_n_n_i_n_g_ _o_p_e_r_a_t_i_o_n_s s_k_i_n_n_i_n_g_ _o_p_e_r_a_t_i_o_n_s_ _b_l_a_c_k o_p_e_r_a_t_i_o_n_s_ _b_l_a_c_k_ _b_o_x b_l_a_c_k_ _b_o_x_ _g_r_a_d_i_e_n_t b_o_x_ _g_r_a_d_i_e_n_t_ _a_v_a_i_l_a_b_l_e,0,1,,not
"after repeated cycles of M line minimizations on conjugate directions, the optimization will in due course converge to the minimum",background_claim,r_e_p_e_a_t_e_d c_y_c_l_e_s m l_i_n_e m_i_n_i_m_i_z_a_t_i_o_n_s c_o_n_j_u_g_a_t_e d_i_r_e_c_t_i_o_n_s o_p_t_i_m_i_z_a_t_i_o_n c_o_u_r_s_e c_o_n_v_e_r_g_e m_i_n_i_m_u_m,r_e_p_e_a_t_e_d_ _c_y_c_l_e_s c_y_c_l_e_s_ _m m_ _l_i_n_e l_i_n_e_ _m_i_n_i_m_i_z_a_t_i_o_n_s m_i_n_i_m_i_z_a_t_i_o_n_s_ _c_o_n_j_u_g_a_t_e c_o_n_j_u_g_a_t_e_ _d_i_r_e_c_t_i_o_n_s d_i_r_e_c_t_i_o_n_s_ _o_p_t_i_m_i_z_a_t_i_o_n o_p_t_i_m_i_z_a_t_i_o_n_ _c_o_u_r_s_e c_o_u_r_s_e_ _c_o_n_v_e_r_g_e c_o_n_v_e_r_g_e_ _m_i_n_i_m_u_m,r_e_p_e_a_t_e_d_ _c_y_c_l_e_s_ _m c_y_c_l_e_s_ _m_ _l_i_n_e m_ _l_i_n_e_ _m_i_n_i_m_i_z_a_t_i_o_n_s l_i_n_e_ _m_i_n_i_m_i_z_a_t_i_o_n_s_ _c_o_n_j_u_g_a_t_e m_i_n_i_m_i_z_a_t_i_o_n_s_ _c_o_n_j_u_g_a_t_e_ _d_i_r_e_c_t_i_o_n_s c_o_n_j_u_g_a_t_e_ _d_i_r_e_c_t_i_o_n_s_ _o_p_t_i_m_i_z_a_t_i_o_n d_i_r_e_c_t_i_o_n_s_ _o_p_t_i_m_i_z_a_t_i_o_n_ _c_o_u_r_s_e o_p_t_i_m_i_z_a_t_i_o_n_ _c_o_u_r_s_e_ _c_o_n_v_e_r_g_e c_o_u_r_s_e_ _c_o_n_v_e_r_g_e_ _m_i_n_i_m_u_m,0,0,will,
[ 12 ],data,1_2,,,0,0,,
"If the SSD transformation in equation 1 is singular, some types of inverse PSD deformation will not be possible",own_claim,s_s_d t_r_a_n_s_f_o_r_m_a_t_i_o_n e_q_u_a_t_i_o_n 1 s_i_n_g_u_l_a_r t_y_p_e_s i_n_v_e_r_s_e p_s_d d_e_f_o_r_m_a_t_i_o_n p_o_s_s_i_b_l_e,s_s_d_ _t_r_a_n_s_f_o_r_m_a_t_i_o_n t_r_a_n_s_f_o_r_m_a_t_i_o_n_ _e_q_u_a_t_i_o_n e_q_u_a_t_i_o_n_ _1 1_ _s_i_n_g_u_l_a_r s_i_n_g_u_l_a_r_ _t_y_p_e_s t_y_p_e_s_ _i_n_v_e_r_s_e i_n_v_e_r_s_e_ _p_s_d p_s_d_ _d_e_f_o_r_m_a_t_i_o_n d_e_f_o_r_m_a_t_i_o_n_ _p_o_s_s_i_b_l_e,s_s_d_ _t_r_a_n_s_f_o_r_m_a_t_i_o_n_ _e_q_u_a_t_i_o_n t_r_a_n_s_f_o_r_m_a_t_i_o_n_ _e_q_u_a_t_i_o_n_ _1 e_q_u_a_t_i_o_n_ _1_ _s_i_n_g_u_l_a_r 1_ _s_i_n_g_u_l_a_r_ _t_y_p_e_s s_i_n_g_u_l_a_r_ _t_y_p_e_s_ _i_n_v_e_r_s_e t_y_p_e_s_ _i_n_v_e_r_s_e_ _p_s_d i_n_v_e_r_s_e_ _p_s_d_ _d_e_f_o_r_m_a_t_i_o_n p_s_d_ _d_e_f_o_r_m_a_t_i_o_n_ _p_o_s_s_i_b_l_e,0,1,will,not
